Plik,Skrót,Nazwa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,LEG,Legia Warszawa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,POG,Pogoń Szczecin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,YKS,YKP Szczecin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,NSO,Nowy Sztynort Osada Wolności Giżycka Grupa Regatowa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,AWF,AZS AWFiS Gdańsk
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,YCS,Yacht Club Sopot
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,ISK,KS Iskra AMW Gdynia
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,PGR,AZS Politechnika Gdańska
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,OKZ,Olsztyński Klub Żeglarski
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,POL,Polsporty Sailing
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,HRM,HRM Racing
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,SZT,Sztorm Grupa Warszawa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,RSR,On Lemon Rockstars Racing
./mnt/data/Regaty\2023\Ekstraklasa\Runda 3\2023 Ekstraklasa - Olsztyn.csv,YKL,Lubelskie YKP Lublin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,PGR,AZS Politechnika Gdańska
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,WRO,UKS Żeglarz Wrocław
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,YCS,Yacht Club Sopot
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,AWF,AZS AWFiS Gdańsk
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,POG,Pogoń Szczecin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,RSR,On Lemon Rockstars Racing
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,WAT,AZS WAT Warszawa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,YKS,YKP Szczecin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,ISK,KS Iskra AMW Gdynia
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,NSO,Nowy Sztynort Osada Wolności Giżycka Grupa Regatowa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,HRM,HRM Racing
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,YKP,YKP Gdynia
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,YCG,Yacht Club Gdańsk
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,YKL,Lubelskie YKP Lublin
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,SZT,Sztorm Grupa Warszawa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,OKZ,Olsztyński Klub Żeglarski
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,LEG,Legia Warszawa
./mnt/data/Regaty\2023\Ekstraklasa\Runda 4\2023 Ekstraklasa - Sztynort.csv,POL,Polsporty Sailing
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,ONB,Onboard
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,SLA,Slava Racing
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,ISK,KS Iskra AMW Gdynia
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,NIE,KS Marina Niesulice
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,GAR,KW Garland Gliwice
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,BSA,BSA Flota Gdynia
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,YKW,YKP Warszawa
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,MEC,Port Mechelinki
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,YCB,Yacht Club Białołęka
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,SZT,Sztorm Grupa Warszawa
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,PJK,Puchar Polski Jachtów Kabinowych
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,JSG,MOWI Jachtklub Stoczni Gdańskiej
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,HAL,KŻ Hals Gostynin
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,ODY,Odyssey Sailing Club
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,ETI,Etisoft 2KMM Sailing Team
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,OKZ,Olsztyński Klub Żeglarski
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,YS2,Yacht Club Sopot 2
./mnt/data/Regaty\2024\1Liga\Runda 1\2024 1 Liga - Nowy Sztynort.csv,NAV,UKS Navigo
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,ISK,KS Iskra AMW Gdynia
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,ONB,Onboard
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,SZT,Sztorm Grupa Warszawa
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,BSA,BSA Flota Gdynia
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,NIE,KS Marina Niesulice
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,GAR,KW Garland Gliwice
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,HAL,KŻ Hals Gostynin
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,YS2,Yacht Club Sopot 2
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,SLA,Slava Racing
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,OKZ,Olsztyński Klub Żeglarski
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,ODY,Odyssey Sailing Club
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,YCB,Yacht Club Białołęka
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,MEC,Port Mechelinki
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,YKW,YKP Warszawa
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,NAV,UKS Navigo
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,ETI,Etisoft 2KMM Sailing Team
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,JSG,MOWI Jachtklub Stoczni Gdańskiej
./mnt/data/Regaty\2024\1Liga\Runda 2\2024 1 Liga - Sopot.csv,PJK,Puchar Polski Jachtów Kabinowych
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,MEC,Port Mechelinki
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,GAR,KW Garland Gliwice
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,SZT,Sztorm Grupa Warszawa
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,YCB,Yacht Club Białołęka
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,ISK,KS Iskra AMW Gdynia
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,NAV,UKS Navigo
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,NIE,KS Marina Niesulice
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,ONB,Onboard
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,OKZ,Olsztyński Klub Żeglarski
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,BSA,BSA Flota Gdynia
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,YS2,Yacht Club Sopot 2
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,PJK,Puchar Polski Jachtów Kabinowych
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,HAL,KŻ Hals Gostynin
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,JSG,MOWI Jachtklub Stoczni Gdańskiej
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,ODY,Odyssey Sailing Club
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,ETI,Etisoft 2KMM Sailing Team
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,SLA,Slava Racing
./mnt/data/Regaty\2024\1Liga\Runda 3\2024 1 Liga - Gdynia.csv,YKW,YKP Warszawa
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,SZT,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,OKZ,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,JSG,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,NIE,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,ONB,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,ISK,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,MEC,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,YCB,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,SLA,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,GAR,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,NAV,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,PJK,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,BSA,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,YKW,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,ODY,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,YS2,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,ETI,
./mnt/data/Regaty\2024\1Liga\Runda 4\2024 1 Liga - Szczecin.csv,HAL,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,YCS,Yacht Club Sopot
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,YKS,YKP Szczecin
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,HRM,HRM Racing
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,SPO,Sport Vita Ski&Sail
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,POG,Pogoń Szczecin
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,NSO,Nowy Sztynort Osada Wolności Giżycka Grupa Regatowa
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,YKL,Lubelskie YKP Lublin
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,YCG,Yacht Club Gdańsk
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,WAT,AZS WAT Warszawa
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,RSR,On Lemon Rockstars Racing
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,YKP,YKP Gdynia
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,LEG,Legia Warszawa
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,WRO,UKS Żeglarz Wrocław
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,WOL,UKS Albatros Wolin
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,AWF,AZS AWFiS Gdańsk
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,KKZ,Kościański Klub Żeglarski
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,OCC,Ocean Challenge Yacht Club
./mnt/data/Regaty\2024\Ekstraklasa\Runda 1\2024 Ekstraklasa - Nowy Sztynort.csv,PGR,AZS Politechnika Gdańska
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,POG,Pogoń Szczecin
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,YKP,YKP Gdynia
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,HRM,HRM Racing
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,YCG,Yacht Club Gdańsk
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,LEG,Legia Warszawa
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,YKS,YKP Szczecin
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,YCS,Yacht Club Sopot
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,NSO,Nowy Sztynort Osada Wolności Giżycka Grupa Regatowa
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,RSR,On Lemon Rockstars Racing
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,WAT,AZS WAT Warszawa
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,OCC,Ocean Challenge Yacht Club
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,AWF,AZS AWFiS Gdańsk
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,YKL,Lubelskie YKP Lublin
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,WOL,UKS Albatros Wolin
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,WRO,UKS Żeglarz Wrocław
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,SPO,Sport Vita Ski&Sail
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,PGR,AZS Politechnika Gdańska
./mnt/data/Regaty\2024\Ekstraklasa\Runda 2\2024 Ekstraklasa - Sopot.csv,KKZ,Kościański Klub Żeglarski
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,NSO,Nowy Sztynort Osada Wolności Giżycka Grupa Regatowa
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,WRO,UKS Żeglarz Wrocław
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,WAT,AZS WAT Warszawa
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,YKP,YKP Gdynia
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,YCS,Yacht Club Sopot
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,AWF,AZS AWFiS Gdańsk
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,YCG,Yacht Club Gdańsk
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,SPO,Sport Vita Ski&Sail
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,RSR,On Lemon Rockstars Racing
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,WOL,UKS Albatros Wolin
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,LEG,Legia Warszawa
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,POG,Pogoń Szczecin
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,HRM,HRM Racing
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,KKZ,Kościański Klub Żeglarski
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,YKL,Lubelskie YKP Lublin
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,YKS,YKP Szczecin
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,OCC,Ocean Challenge Yacht Club
./mnt/data/Regaty\2024\Ekstraklasa\Runda 3\2024 Ekstraklasa - Gdynia.csv,PGR,AZS Politechnika Gdańska
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,YCG,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,YCS,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,NSO,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,YKL,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,POG,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,PGR,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,SPO,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,RSR,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,AWF,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,HRM,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,WRO,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,LEG,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,OCC,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,WAT,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,YKS,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,WOL,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,YKP,
./mnt/data/Regaty\2024\Ekstraklasa\Runda 4\2024 Ekstraklasa - Szczecin.csv,KKZ,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,YKP Szczecin,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,AZS Uniwersytet Warszawski,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,Olsztyński Klub Żeglarski,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,MOWI Women Sailing Team,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,Energa GGR,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,Regatowa Reprezentacja Szczecina,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,Inplag Sailing Sisters,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,YKP Szczecin 2 / COR,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,Auto Podlasie,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,Vega Cleo Sailing Team / COR,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,YKP Warszawa / COR,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,Sailing Factory Club / COR,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,Sunloox Sailing Team USA / COR,
./mnt/data/Regaty\2024\WOW\2024 WOW - Sopot.csv,4ATEAM / COR,
